razon_social,establecimiento,localidad_id,clae2,certificadora_id,categoria_id,rubro
ROTTA  JOSE OSCAR/JOSE MARCELO,IFAI - LOTE 79 SUR,14133200,1,2,1,AGRICULTURA
ROTTA HERMELINDO / ROTTA GLADIS NOEMI,IFAI - LOTE 69,14133200,1,2,1,AGRICULTURA
ROTTA JOSE OSCAR/JOSE MARCELO,IFAI - LOTE 80,14133200,1,2,1,AGRICULTURA
SADI LEIRIA,IFAI - LOTE 165,14133200,1,2,1,AGRICULTURA
SAPOZNIK ANTONIO,IFAI - LOTE 1 Y 2,14133200,1,2,1,AGRICULTURA
SAVISKI CARLOS FRANCISCO,IFAI - LOTE 39 - 40,14133200,1,2,1,AGRICULTURA
SAVISKI ELVIO OSCAR,IFAI - LOTE 29,14133200,1,2,1,AGRICULTURA
SCHOLLES LUIS OSCAR / JOSE LUIS,IFAI - LOTE 41,14133200,1,2,1,AGRICULTURA
SEGOVIA NADIA SOLEDAD / CRUZ MARCELO,IFAI - LOTE 78,14133200,1,2,1,AGRICULTURA
SELL JUAN,IFAI - LOTE 65,14133200,1,2,1,AGRICULTURA
SELL MIGUEL,IFAI - LOTE 54,14133200,1,2,1,AGRICULTURA
SEMAINKO JUAN ALBERTO / DANIEL,IFAI - LOTE 54,14133200,1,2,1,AGRICULTURA
SILVA ILDEMAR ELIZARDO,IFAI - LOTE 17,14133200,1,2,1,AGRICULTURA
SILVEYRA EDUARDO / SEPE FATIMA ISABEL,IFAI - LOTE 87 B,14133200,1,2,1,AGRICULTURA
SKRABA JUAN PABLO/SKRABA JUAN GUSTAVO,IFAI - LOTE 9 A,14133200,1,2,1,AGRICULTURA
SMOLA HIPOLITO ABEL / JAKIMERSUK YOLANDA TERESA,IFAI - LOTE 119,14133200,1,2,1,AGRICULTURA
"SOLIS JOSE MARIA / ANDREA, GRACIELA",IFAI - LOTE 21,14133200,1,2,1,AGRICULTURA
SOLIS LEONEL JOSE/DOWBUZ LILIANA,IFAI - LOTE 20,14133200,1,2,1,AGRICULTURA
SOSA DA SILVA JUAN,IFAI - LOTE 61,14133200,1,2,1,AGRICULTURA
STECIUK GREGORIO ALEJANDRO,IFAI - LOTE 228,14133200,1,2,1,AGRICULTURA
STECIUK MARIO RICARDO / STECIUK ABEL,IFAI - LOTE 233,14133200,1,2,1,AGRICULTURA
SUAREZ MARIA NELLI,IFAI - LOTE QTA 13,14133200,1,2,1,AGRICULTURA
SUAREZ RAMON OSCAR,IFAI - LOTE 16,14133200,1,2,1,AGRICULTURA
SUAREZ RAMON OSCAR / JAVIER OSCAR ,IFAI - LOTE QTA 2,14133200,1,2,1,AGRICULTURA
TABAREZ ANSELMO,IFAI - LOTE 12,14133200,1,2,1,AGRICULTURA
TAVAREZ CARLOS ANSELMO/ ANSELMO,IFAI - LOTE 18,14133200,1,2,1,AGRICULTURA
TAVAREZ RAMON SERGIO / JUAN CARLOS,IFAI - LOTE 12,14133200,1,2,1,AGRICULTURA
TRACHUK JOSE JAVIER / TRACHUK JOSE LUIS / TRACHUK EMILIO TEOFILO,IFAI - LOTE 72,14133200,1,2,1,AGRICULTURA
TRACHUK JOSE JAVIER / TRACHUK JOSE LUIS / TRACHUK EMILIO TEOFILO,IFAI - LOTE 65,14133200,1,2,1,AGRICULTURA
TRACHUK LUIS ADOLFO,IFAI - LOTE 82 N,14133200,1,2,1,AGRICULTURA
TRINDADES RUBEN ANGEL,IFAI - LOTE 711,14133200,1,2,1,AGRICULTURA
TYMCSZYSZYN JULIO DEMETRIO,IFAI - LOTE 520,14133200,1,2,1,AGRICULTURA
VALENZUELA TERESA / MAURICIO,IFAI - LOTE 137,14133200,1,2,1,AGRICULTURA
VARGAS PACHECO JOSE CARLOS / DOMINGUEZ NETO ELIO / MACHADO BARCELLOS JOEL / MACHADO ARLINDO,IFAI - LOTE 28,14133200,1,2,1,AGRICULTURA
VELAZQUE FERNANDEZ JOSE JULCI/PRETTO ADAN,IFAI - LOTE 14,14133200,1,2,1,AGRICULTURA
WAGNER NORBERTO,IFAI - LOTE 49-50,14133200,1,2,1,AGRICULTURA
ZANAZZO OMAR / ZANAZZO JUAN CARLOS,IFAI - LOTE 25,14133200,1,2,1,AGRICULTURA
FRANK CARLOS WALTER,CARLOS WALTER FRANK,14133200,1,3,1,APICULTURA
PEREZ RAUL ARIEL,"LA RINCONADA, LOS CISNEROS, LA UNION",14133200,1,3,1,APICULTURA
INGENIO SAN JAVIER,INGENIO SAN JAVIER 1,14133200,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
HOISL MARCELO,HOISL MARCELO 1,14133200,10,3,2,EXTRACCION Y FRACCIONAMIENTO DE MIEL
PEREZ RAUL ARIEL,PEREZ RAUL ARIEL 1,14133200,10,3,2,EXTRACCION Y FRACCIONAMIENTO DE MIEL
ANTUNEZ FLORES ANTONIO CARLOS/ QUENSSELL MARCOS/DE MATOS GRISELDA,IFAI - LOTE 26,14133200,1,2,1,AGRICULTURA
BALSARI EDGARDO ENRIQUE,IFAI - LOTE 77,14133200,1,2,1,AGRICULTURA
BECKER CARLOS LUIS,IFAI - LOTE 24,14133200,1,2,1,AGRICULTURA
BUBLITZ CARLOS / LUCAS JOSE / PETRY BLACIO / PETRY JOSE RAFAEL,IFAI - LOTE C,14133200,1,2,1,AGRICULTURA
CARRE EMILIO/ ROJAS LILA AIDHEE / CARRE ULISES RAMON,IFAI - LOTE 4,14133200,1,2,1,AGRICULTURA
GONZALEZ OSVALDO MARTIN,IFAI - LOTE 15,14133200,1,2,1,AGRICULTURA
GRABARCZUK TERESA/STECIUK NORA ISABEL,IFAI - LOTE 2 A,14133200,1,2,1,AGRICULTURA
HARTMANN SIBANO / HARTMANN MAURO,IFAI - LOTE 121-123,14133200,1,2,1,AGRICULTURA
KAPELINSKI JOSE ESTEBAN/CRISTIAN ARIEL,IFAI - LOTE 17,14133200,1,2,1,AGRICULTURA
OLEJNIK CARLOS/ESPINDOLA JORGE RAMON,IFAI - LOTE 27 A,14133200,1,2,1,AGRICULTURA
PAEZ DONATO / DE LIMA ELIO,IFAI - LOTE 4 Y 5,14133200,1,2,1,AGRICULTURA
PEREIRA RICARDO,IFAI - LOTE 30,14133200,1,2,1,AGRICULTURA
PEREYRA DE RAMOS ABEL/EZEQUIEL,IFAI - LOTE 44,14133200,1,2,1,AGRICULTURA
RAMOS HILARIO LECER / HAMMERSMITH CLAUDIO /  HAMERSMITH CRISTINA MABEL / RAMOS NELCI MABEL,IFAI - LOTE 17,14133200,1,2,1,AGRICULTURA
REIS JACINTO / REIS JORGE LUIS / REIS ROBERTO ABEL,IFAI - LOTE 37 B,14133200,1,2,1,AGRICULTURA
SENIO CRISTIAN/LORENZO YOLANDA,IFAI - LOTE 231,14133200,1,2,1,AGRICULTURA
STECIUK ELIDA TERESITA/ RAEL OMAR DE OLIVERA / PALCZIKONSKI ALBINO,IFAI - LOTE 38-39-40,14133200,1,2,1,AGRICULTURA
ALVARENGA GERONIMO FRANCISCO,IFAI - LOTE 88,14133200,1,2,1,AGRICULTURA
CARDOZO RICARDO ROGELIO ,IFAI - LOTE 172,14133200,1,2,1,AGRICULTURA
DENI ANTONIO / BATIROLLA LUIS PABLO / BATIROLA GUSTAVO,IFAI - LOTE FISCAL,14133200,1,2,1,AGRICULTURA
OLIVERA RAMON HECTOR,IFAI - LOTE 8,14133200,1,2,1,AGRICULTURA
OLIVERA RUBEN / JAKIMZUK LIDIA / OLIVERA CESAR,IFAI - LOTE 199,14133200,1,2,1,AGRICULTURA
HOISL MARCELO,DON VICENTE,14133200,1,3,1,APICULTURA
DE LA CRUZ FRANCISCO ASIS,IFAI - LOTE 23,14133200,1,2,1,AGRICULTURA
SILVA ARMANDO ARIEL / ADAN,IFAI - LOTE 21,14133200,1,2,1,AGRICULTURA
ESCARVADOFSKI LUIS FABIAN,IFAI - LOTE 17/18,14133200,1,2,1,AGRICULTURA
MARCELO MANUEL LIMA / MANUEL ALTAMIRO LIMA,IFAI - LOTE 4,14133200,1,2,1,AGRICULTURA
RIVERO JUAN CARLOS,IFAI - LOTE 67,14133200,1,2,1,AGRICULTURA
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,14140360,1,2,1,FRUTICULTURA/HORTICULTURA
LA MECO S.R.L,LA MECO S.R.L 1,14147010,10,1,2,EMPAQUE DE HORTALIZAS
FEYEN ROBERTO,MARIA ANGELICA,18007010,1,2,1,FRUTICULTURA/HORTICULTURA
"RODRIGUEZ BASIGALUP , HECTOR M.",LIMONES DEL SOL 1 Y 2,18007010,1,1,1,FRUTICULTURA
UTE BV S.A.,UTE BV S.A. 1,18007010,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
ECA  SA,LA VICTORINA,18035020,1,1,1,FRUTICULTURA
GUIDOBONO JOSE MARIA,CAMPO AFUERA,18035020,1,3,1,AGRICULTURA
GUIDOBONO JOSE MARIA,TUNAS,18035020,1,3,1,AGRICULTURA
KUMAGRO S.A.,CAMPO ALVEAR,18056010,1,2,1,AGRICULTURA
KUMAGRO S.A.,LOS PINOS,18056010,1,2,1,AGRICULTURA
GONCALVEZ ARTURO ELIAS,ESTANCIA SANTA ANA,18056010,1,2,1,AGRICULTURA
RIGO MARQUES GILMAR,PIRAYU,18056010,1,2,1,AGRICULTURA
RIGO MARQUES GILMAR,RIGO MARQUES GILMAR 1,18056010,10,2,2,PROCESAMIENTO CEREALES Y OLEAGINOSAS
BODEGAS Y VIï¿½EDOS BENEDETTI SRL,FINCA MONTECASEROS,18112050,1,3,1,FRUTICULTURA
KITASAN S.A.,KITASAN,18147030,1,2,1,AGRICULTURA
"BOCARDO, MARCELO",MARCELO BOCARDO,18147030,1,1,1,FRUTICULTURA
BUONO BENITO ARNALDO,BUONO BENITO ARNALDO,18147030,1,2,1,FRUTICULTURA/HORTICULTURA
GRUPO PEï¿½AFLOR SA ,FINCA ALTO VERDE,18147030,1,1,1,FRUTICULTURA
MONTLAIZ S.R.L.,DON HUGO,18147030,1,3,1,FRUTICULTURA
PATGO S.A,VIï¿½A PATRICIA,18147030,1,1,1,FRUTICULTURA
SAVOINI MARIO ANTONIO,FINCA SAVOINI,18147030,1,3,1,FRUTICULTURA
VIï¿½AS DE ALTO SALVADOR S.A.V.A.I.C,"FINCA ""DOï¿½A CRISTINA"" (INV E61522)",18147030,1,1,1,FRUTICULTURA
VIï¿½AS DE ALTO SALVADOR S.A.V.A.I.C,"FINCA ""LA SEDE "" (INV F 01047)(EX CENTRAL)",18147030,1,1,1,FRUTICULTURA
GRUPO PEï¿½AFLOR SA ,LA PORTEï¿½A,18147030,1,1,1,FRUTICULTURA
PEï¿½AVID SA,FINCA SAN MARTIN,18147030,1,1,1,FRUTICULTURA
LUNA HIPOLITO EDGARDO,LUNA HIPOLITO EDGARDO 1,18147030,10,2,2,PROCESAMIENTO CEREALES Y OLEAGINOSAS
PLANES CARLOS RODOLFO,PLANES CARLOS RODOLFO 1,18147030,10,2,2,PROCESAMIENTO CEREALES Y OLEAGINOSAS
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A. 1,18147030,10,2,2,PROCESAMIENTO CEREALES Y OLEAGINOSAS
CASA SANCTE PETRE S.A.,CASA SANCTE PETRE S.A. 1,18147030,11,2,2,INDUSTRIA VITIVINICOLA
MONTLAIZ S.R.L.,MONTLAIZ S.R.L. 1,18147030,11,3,2,BODEGA VITIVINICOLA
VIï¿½AS DE ALTO SALVADOR S.A.V.A.I.C,VIï¿½AS DE ALTO SALVADOR S.A.V.A.I.C 2,18147030,11,1,2,BODEGA VITIVINICOLA
GRUPO PEï¿½AFLOR SA ,GRUPO PEï¿½AFLOR SA  4,18147030,11,1,2,BODEGA VITIVINICOLA. ELABORACION DE MOSTO CONCENTRADO DE UVAS 
D SOLANS Y OTROS SA,D SOLANS Y OTROS SA 1,18147030,45,1,3,
MONTLAIZ S.R.L.,DOï¿½A LIDIA,18147030,1,3,1,FRUTICULTURA
JUGOS AUSTRALES S.A.,JUGOS AUSTRALES S.A. 2,18147030,11,1,2,FRIGORIFICO PARA  MOSTO
DIAZ RAFAEL JAVIER,EL CHILCAL,22014070,1,2,1,AGRICULTURA
RIMONDINO ENRIQUE,RIMONDINO ENRIQUE 1,22063030,10,2,2,PROCESAMIENTO APICOLA
UTE BV S.A.,EL CANADIENSE,22077030,1,2,1,FRUTICULTURA/HORTICULTURA
BAUMGRATZ ALOISIO,KAï¿½A PORï¿½,22084020,1,3,1,AGRICULTURA
"CAVIGIOLI, MARIO",CAVIGIOLI MARIO,22084020,1,1,1,AGRICULTURA
ENRIQUE VICTOR ARRUA,MALCRIADO,22084020,1,3,1,AGRICULTURA
MARTIN JAVIER SALOMON SAAIED,CHACRA ADAMA,22084020,1,3,1,AGICULTURA/FRUTICULTURA
"PAULUK, TEODORO",PAULUK TEODORO,22084020,1,1,1,AGRICULTURA
"SCHERF, ALBERTO",SCHERF ALBERTO,22084020,1,1,1,AGRICULTURA
"MOZZONI, ROBERTO RAMON",ROBERTO MOZZONI,22084020,1,1,1,AGRICULTURA
CODUTTI DANIEL HUGO,CODUTTI DANIEL HUGO 1,22126030,10,2,2,PROCESAMIENTO APICOLA
LA NUEVA FLORIDA S.A.,SAN CARLOS,22147020,1,3,1,GANADERIA
MARIA GABRIELA NARDONI,PENASH,22147020,1,4,1,APICULTURA
PUNTA QUIROGA S.A.,DON FRANCISCO,26007020,1,2,1,GANADERIA
TARCISIO JOSE LUFT,DON BRUNO JOSE,26007020,45,3,1,
MAGA S.R.L.,CHACRA 83 LOTE 2,26007020,45,3,1,
ESTANCIA LAGUNA VERDE S.A.,ESTANCIA LAGUNA VERDE,26007020,3,3,1,ACUICULTURA
CUADRADA PRODUCTIONS S.R.L.,BAJADA DEL RADAL,26014020,1,2,1,FRUTICULTURA
ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A. 2,26014020,10,3,2,"SECADO, ACONDICIONAMIENTO, ELABORACION Y ACOPIO"
CUYEN SRL ,CHACRA MICUCCI,26014040,1,1,1,FRUTICULTURA
"LOPEZ, CLAUDIA BEATRIZ",CBL,26014040,1,1,1,FRUTICULTURA
CUYEN SRL ,CUYEN SRL  1,26014040,10,1,2,ELABORACION DE DULCES
PARALELO 42  S.A.,VALLE DEL MEDIO,26014090,1,2,1,FRUTICULTURA/HORTICULTURA
ROSA PATAGONICA S.A.,ROSA PATAGONICA,26014090,2,3,1,RECOLECCION SILVESTRE
ROSA PATAGONICA S.A.,ROSA PATAGONICA S.A. 1,26014090,10,3,2,"SECADO, ACONDICIONAMIENTO, ELABORACION Y ACOPIO"
CUYEN SRL,CUYEN,26014100,1,1,1,FRUTICULTURA
MAMINA SRL,ESTABLECIMIENTO MAMINA,26014100,1,1,1,FRUTICULTURA
ROSANA N. PORCU,CAMINO VIEJO,26014100,1,1,1,FRUTICULTURA
CUADRADA PRODUCTIONS S.R.L.,CUADRADA PRODUCTIONS S.R.L. 1,26014100,999,2,2,OTROS
ANTONELLA TORRACA Y OTROS S.H.,SAN JOSE,26021030,1,2,1,GANADERIA
EPIGRAN S.A.,LAS MERCEDES Y SECCION LA PALOMA,26021030,1,2,1,GANADERIA
MOTTINO CARLOS ANGEL,LOS MANANTIALES (ANIMAL),26021030,1,2,1,GANADERIA
SCHULZE HERNAN LEO,LAS MELLIZAS Y SECCION LA BUENA FE (ANIMAL),26021030,1,2,1,GANADERIA
FUHRMANN S.A,LAS VIOLETAS,26028010,1,2,1,GANADERIA
FUHRMANN S.A,LA SUSANA,26028020,1,2,1,GANADERIA
COMPAï¿½IA DE TIERRAS SUD ARGENTINO SA,ESTANCIA MONTOSO,26035030,1,1,1,GANADERIA
PATAGONIA IND. LANAR S.A.C.I.F.I. Y A.,CARIDAD,26035030,1,2,1,GANADERIA
HIERBAS PATAGONICAS SRL,HIERBAS PATAGONICAS SRL 1,26035030,999,2,2,OTROS
TORRES FEDERICO PATRICIO,LAS TIJERAS,26042030,1,2,1,GANADERIA
VIï¿½AS MARIA TERESA,POZO HONDO (ANIMAL),26042030,1,2,1,GANADERIA
SORIANO SACIFIA Y DE M,SORIANO SACIFIA Y DE M 1,26042030,10,2,2,PROCESAMIENTO PRODUCTOS ORGANICOS
EL REZONGO SH,RAGOBET (ANIMAL),26049030,1,2,1,GANADERIA
FUHRMANN S.A,SOFIA,26049030,1,2,1,GANADERIA
COMPANIA DE TIERRAS TECKA S.A.,TECKA,26056050,1,2,1,GANADERIA
LA ELISITA S.A.,LA ELISITA Y EL CHANGUITO,26056050,1,2,1,GANADERIA
RAICES PATAGONICAS S.A.,EL MIRABUENO (ANIMAL),26063020,1,2,1,GANADERIA
TIRSO FERNANDEZ  PEï¿½A,EL RISCOSO,26070030,1,2,1,GANADERIA
AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS,26077030,1,1,1,AGRICULTURA
ICEBERG AGRICOLA S.A.,BORGOGNO LEONARDO,26077030,1,2,1,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,SANTOS ROBERTO,26077030,1,2,1,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,LENCINAS RAUL,26077030,1,2,1,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,GIOJA JUAN CARLOS,26077030,1,2,1,FRUTICULTURA/HORTICULTURA
ICEBERG AGRICOLA S.A.,DE VITA JUAN JESUS,26077030,1,2,1,FRUTICULTURA/HORTICULTURA
"MAS, MIGUEL (HUERTA ANAHATA)",HUERTA ORGANICA ANAHATA,26077030,1,1,1,FRUTICULTURA/HORTICULTURA
FUHRMANN S.A,FUHRMANN S.A 1,26077030,13,2,2,PROCESAMIENTO TEXTIL
"GARCIA, ANTONIO","GARCIA, ANTONIO 1",26077030,10,1,2,EMPAQUE DE HORTALIZAS
ICEBERG AGRICOLA S.A.,ICEBERG AGRICOLA S.A. 1,26077030,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
ICEBERG AGRICOLA S.A.,BLANES SILVANA ELIZABETH,26077030,1,2,1,FRUTICULTURA/HORTICULTURA
GARCIA SALVADOR O.,SAN GENARO,26077040,1,2,1,GANADERIA
FOWLER S.A.,FOWLER S.A. 1,26077040,13,2,2,PROCESAMIENTO TEXTIL
LEMPRIERE S.A.,LEMPRIERE S.A. 1,26077040,13,2,2,PROCESAMIENTO TEXTIL
PEINADURIA RIO CHUBUT S.A.,PEINADURIA RIO CHUBUT S.A. 1,26077040,13,2,2,PROCESAMIENTO TEXTIL
UNILAN TRELEW S.A.,UNILAN TRELEW S.A. 1,26077040,13,2,2,PROCESAMIENTO TEXTIL
LEMPRIERE S.A.,LEMPRIERE S.A. 2,26077040,45,2,3,
14 DE ABRIL S.R.L.,LA LAURITA,26084030,1,2,1,GANADERIA
GANADERA VALLE HUEMULES S.A.,VALLE HUEMULES,26084030,1,2,1,GANADERIA
GORDON MARY ANN Y RIBAYA EDUARDO SH,ELVIRA,26084030,1,2,1,GANADERIA
GUENGUEL S.R.L.,EL RELINCHO - LINDO PARAJE - EL PICADERO,26084030,1,2,1,GANADERIA
JUAN MAZQUIARAN E HILDA VERDE SH,CAï¿½ADON TACHO,26084030,1,2,1,GANADERIA
MAZQUIARAN NELSON,LA ANGELITA (ANIMAL),26084030,1,2,1,GANADERIA
SUCESORES DE RAMON LORENZO Y OTROS,LA NICOLASA,26084030,1,2,1,GANADERIA
FABRIL ALTO VERDE S.A.,"FINCA ""CEPAS""",26091020,1,1,1,FRUTICULTURA
VONO SA,ALGODONERA PYMA,26091020,1,1,1,FRUTICULTURA
COMINAGRO GANADERA S.A.,MALLIN NEVADO-LOS RURALES-RANCHO GDE.-LA BLANCA,26098030,1,2,1,GANADERIA
IANNINI S.A.,EL PICHE - SAN AMBROSIO,26098030,1,2,1,GANADERIA
ECA  SA,LA 83,30015060,1,1,1,FRUTICULTURA
FIDEICOMISO ARANDANOS DEL HEMISFERIO SUR,FIDEICOMISO ARANDANOS DEL HEMISFERIO SUR,30015060,1,3,1,FRUTICULTURA
GUIDOBONO JOSE MARIA,LA URBANA,30015060,1,3,1,AGRICULTURA
IGFO SA,LA ESPERANZA,30015060,1,1,1,FRUTICULTURA
LA LOMA ALIMENTOS S.A.,EL TALITA,30015060,1,3,1,AGRICULTURA
MAGNO S.A.,LAS ACHURAS,30015060,1,3,1,AGRICULTURA
NEOFARMS S.R.L. / GUIDOBONO JOSE MARIA / CALERO GUILLERMO,LA EMILIA (EX LA PRIMAVERA),30015060,1,3,1,AGRICULTURA
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD A,30015060,1,3,1,AGRICULTURA
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD B,30015060,1,3,1,AGRICULTURA
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD C,30015060,1,3,1,AGRICULTURA
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD D,30015060,1,3,1,AGRICULTURA
"NEOFARMS SRL/GUIDOBONO JOSE MARIA/CALERO GUILLERMO,",POOL CONSORCIO - UNIDAD E,30015060,1,3,1,AGRICULTURA
DOS HERMANOS S.A.,DOS HERMANOS S.A. 1,30015060,10,3,2,FRACCIONAMIENTO Y EMPAQUE DE ARROZ
ECA  SA,ECA  SA 1,30015060,11,1,2,ELABORACION DE  JUGOS CONCENTRADOS Y FABRICA DE ACEITES ESENCIALES
LITORAL CITRUS SA,LITORAL CITRUS SA 1,30015060,11,1,2,"ELABORACION DE JUGOS CONCENTRADOS, ACEITE ESCENCIAL Y PULPA DE CITRICOS"
NEOFARMS S.R.L.,NEOFARMS S.R.L. 2,30015060,45,3,3,
LA LOMA ALIMENTOS S.A.,LA LOMA ALIMENTOS S.A. 1,30015100,52,3,2,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
NEOFARMS S.R.L.,NEOFARMS S.R.L. 1,30015100,52,3,2,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
FUCHINECO LUIS ALBERTO,ALMA MIA,30028010,1,3,1,AGRICULTURA
SALDUNA PEDRO JORGE - SALDUNA PEDRO,SANTA DOMINGA,30028070,1,3,1,AGRICULTURA
STIVANELLO JUAN CARLOS,JUAN CARLOS STIVANELLO (FINCA),30028070,1,2,1,FRUTICULTURA/HORTICULTURA
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS 1,30028070,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
TIANA S.A.,TIANA S.A.,30035030,1,3,1,AGRICULTURA
KUMAGRO S.A.,LA UNION,30049040,1,2,1,AGRICULTURA
KUMAGRO S.A.,"SANTA MARIA ""B""",30049040,1,2,1,AGRICULTURA
GRACIA LUZ DON,LA ESMERADA,30084160,1,2,1,AGRICULTURA
CAUPOLICAN SRL,CAUPOLICAN SRL 1,30088020,52,4,2,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
ORGANIC LATIN AMERICA S.A.,ORGANIC LATIN AMERICA S.A. 2,30088020,10,2,2,PROCESAMIENTO CEREALES Y OLEAGINOSAS
CAUPOLICAN SRL,CAUPOLICAN SRL 2,30088020,45,4,3,
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,LA CAROLINA,30098010,1,3,1,AGRICULTURA
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,MONTEVERDI,30098010,1,3,1,AGRICULTURA
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,MEICHTRY,30098010,1,3,1,AGRICULTURA
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,LA BLANCA,30098010,1,3,1,AGRICULTURA
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,LISFCHITZ,30098010,1,3,1,AGRICULTURA
MAGNO S.A.,MAGNO S.A. 1,30098010,52,3,2,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
CAMAï¿½O JULIO,SAN ANTONIO,30098040,1,2,1,AGRICULTURA
GUILLERMO JAUCK Y HERMANOS SOCIEDAD DE HECHO,EL TAJAMAR,30098040,1,3,1,HORTICULTURA
MAGNO S.A.,LOTE PLANTA MANTEROS,30098040,1,3,1,AGRICULTURA
BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,ZONA DE ISLAS ENTRE RIOS,30105060,1,3,1,APICULTURA
BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H. 1,30105060,10,3,2,EXTRACCION DE MIEL
CAUPOLICAN S.R.L.,LA CATALINA,30113080,1,3,1,AGRICULTURA
ISLA PUEN SRL,ISLA PUEN,34049010,1,2,1,AGRICULTURA
PALMA SOLA FARMS S.R.L,PALMA SOLA,34049040,1,2,1,AGRICULTURA
TERMINAL DE CARGAS AEREAS SA,LA HERCILIA,34063020,1,1,1,AGRICULTURA
FINCA LAS MERCEDES SRL,FINCA LAS MERCEDES,38014040,1,2,1,AGRICULTURA
HAROIAN NELSON EDGARDO,FINCA EL OLLERO,38014040,1,2,1,AGRICULTURA
HAROIAN NELSON EDGARDO,FINCA PAMPA BLANCA,38014040,1,2,1,AGRICULTURA
INKLEMONA DE BALUT ROSA,FINCA LAS PICHANAS,38014040,1,2,1,AGRICULTURA
GARELY S.A.,LOS PUENTES,38014080,1,2,1,AGRICULTURA
FINCA EL PONGO - HPTAL. ARTURO ZABALA,FINCA EL PONGO,38014090,1,2,1,AGRICULTURA
BLANCO HUGO ROBERTO,EL VASCO,38035110,1,2,1,AGRICULTURA
INGENIO LA ESPERANZA S.A.,INGENIO LA ESPERANZA,38063070,1,2,1,AGRICULTURA
INGENIO LA ESPERANZA S.A.,INGENIO LA ESPERANZA S.A. 1,38063070,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
AUTOSOL PARTS S.A.,SAN JOSE,38063180,1,2,1,FRUTICULTURA/HORTICULTURA
BERRIES PREMIUM SA,BERRIES PREMIUM,38063180,1,2,1,FRUTICULTURA/HORTICULTURA
INTERRUPCION S.A.,LAS LOMAS,38063180,1,2,1,AGRICULTURA
TENAX S.A.,FINCA DON PEDRO,38063180,1,2,1,FRUTICULTURA/HORTICULTURA
ADROVER TRISTAN,FINCA LA ESCONDIDA,38063180,1,2,1,AGRICULTURA
ALCONOR S.A.,EL INFANTE,38063180,1,2,1,AGRICULTURA
CAMPO ALEGRE S.A.,FINCA CAMPO ALEGRE,38063180,1,2,1,AGRICULTURA
COOPERATIVA DE PRODUCTORES APICOLA DE JUJUY LTDA.,COOPERATIVA DE PRODUCTORES DE MIELES DE JUJUY,38063180,1,2,1,APICULTURA
INGENIO LA ESPERANZA S.A.,INGENIO LA ESPERANZA S.A. 2,38063180,10,2,2,PROCESAMIENTO CULTIVOS INDUSTRIALES
LOGISTICAS INTEGRALES S.A.,LOGISTICAS INTEGRALES S.A. 1,38063180,52,1,2,ACOPIO Y ACONDICIONAMIENTO DE GRANOS
TENAX S.A.,TENAX S.A. 1,38063180,10,2,2,PROCESAMIENTO FRUTALES Y HORTALIZAS
EMECINCO S.A.,FINCA LOS PLATANOS,38070060,1,2,1,AGRICULTURA
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO,42014020,1,2,1,APICULTURA
EDCO GRAINS S.A.,SAN JUAN,42119030,1,3,1,AGRICULTURA
LOS AMIGOS S.H.,DON SERAFIN - EL CARMEL,42154040,1,2,1,APICULTURA
